STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT04,WT05,WT06,WT11
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",9/29/2009,0.03,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",9/30/2009,0.05,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/1/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/2/2009,1.14,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/3/2009,0.17,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/4/2009,0.19,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/5/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/6/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/7/2009,0.16,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/8/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/9/2009,0.57,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/10/2009,0.52,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/11/2009,0.01,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/12/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/13/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/14/2009,0.05,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/15/2009,0.24,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/16/2009,0.03,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/18/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/19/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/20/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/21/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/22/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/23/2009,1.6,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/24/2009,0.22,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/25/2009,0.04,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/26/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/28/2009,0.22,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/29/2009,0.01,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/30/2009,0.31,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",10/31/2009,1.12,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/1/2009,0.01,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/2/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/3/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/4/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/5/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/6/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/7/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/8/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/9/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/10/2009,0.03,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/11/2009,0.02,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/12/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/13/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/14/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/15/2009,0.02,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/16/2009,0.25,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/17/2009,0.06,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/18/2009,0.18,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/19/2009,0.1,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/20/2009,0.06,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/21/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/22/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/23/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/24/2009,0.01,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/25/2009,0.44,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/26/2009,0.14,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/27/2009,0.09,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/28/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/29/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",11/30/2009,0.2,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/1/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/2/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/3/2009,0.29,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/4/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/5/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/6/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/7/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/8/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/9/2009,0.52,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/10/2009,0.05,0.5,0.5,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/11/2009,0,0,0.2,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/12/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/13/2009,0.37,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/14/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/15/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/16/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/17/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/18/2009,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/19/2009,0.05,0.5,0.5,,,,0.1,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/20/2009,0.1,2,2.5,,,,0.3,0.2,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/21/2009,0,0,2.3,,,,0.1,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/22/2009,0.05,0.5,2.5,,,,0.3,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/23/2009,0.02,0,2.5,,,,0.2,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/24/2009,0.09,0,2,,,,0.3,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/25/2009,0.59,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/26/2009,0.2,1.3,1.3,,,,0.1,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/27/2009,0.12,1.8,2.5,,,,0.2,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/28/2009,0.08,1,2.5,,,,0.3,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/29/2009,0,0,2.2,,,,0.3,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/30/2009,0,0,1.7,,,,0.3,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",12/31/2009,0.08,1.2,3,,,,0.4,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/1/2010,0,0,2.2,,,,0.3,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/2/2010,0.13,3,5.2,,,,0.4,0.2,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/3/2010,0.01,0.5,4.5,,,,0.4,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/4/2010,0.08,1.5,5,,,,0.3,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/5/2010,0.02,2.8,5,,,,0.5,0.2,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/6/2010,0,0,5,,,,0.5,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/7/2010,0.07,1.5,5.7,,,,0.6,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/8/2010,0.34,3.5,8.5,,,,0.8,0.3,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/9/2010,0.01,0.5,8.5,,,,0.8,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/10/2010,0,0,7.5,,,,0.8,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/11/2010,0,0,7.3,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/12/2010,0.02,0.2,7.2,,,,1,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/13/2010,0,0,7,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/14/2010,0,0,7,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/15/2010,0,0,3,,,,0.7,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/16/2010,0,0,1.5,,,,0.4,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/17/2010,0,0,1.5,,,,0.5,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/18/2010,0,0,,,,,,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/19/2010,0,0,,,,,,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/20/2010,0,0,,,,,,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/21/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/22/2010,0.14,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/23/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/24/2010,0.3,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/25/2010,0,0,0,,,,0,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/26/2010,0.11,1.2,1.2,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/27/2010,0,0,1,,,,0.1,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/28/2010,0.08,1,1.8,,,,0.2,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/29/2010,0,0,1.5,,,,0.2,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/30/2010,0,0,1.5,,,,0.1,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",1/31/2010,0,0,1.3,,,,0.2,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/1/2010,0,0,1,,,,0.1,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/2/2010,0.04,0.8,1.8,,,,0.1,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/3/2010,0,0,2,,,,0.2,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/4/2010,0,0,2,,,,0.2,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/5/2010,0,0,1.5,,,,0.2,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/6/2010,0.07,0.8,2.5,,,,0.3,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/7/2010,0,0,2.5,,,,0.3,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/8/2010,0,0,2.5,,,,0.4,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/9/2010,0.12,1.5,3.5,,,,0.3,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/10/2010,0.37,6,8,,,,0.7,0.4,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/11/2010,0.01,0.3,8.5,,,,0.7,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/12/2010,0,0,7.8,,,,0.8,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/13/2010,0,0,7.8,,,,0.8,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/14/2010,0,0,7.8,,,,1,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/15/2010,0,0,7.7,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/16/2010,0.06,1.2,8.5,,,,0.9,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/17/2010,0.02,0.5,7.5,,,,0.9,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/18/2010,0,0,7,,,,0.8,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/19/2010,0,0,5,,,,0.8,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/20/2010,0.05,1.2,5.5,,,,1,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/21/2010,0,0,5,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/22/2010,0.73,0.5,4.5,,,,1.2,0.2,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/23/2010,0.04,0.5,4.5,,,,1.2,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/24/2010,0,0,4,,,,1.1,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/25/2010,0.02,0.1,3.8,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/26/2010,0,0,4,,,,1,,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/27/2010,0.05,0.5,4.5,,,,1.3,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",2/28/2010,0.08,0.3,4,,,,1.2,0.1,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/1/2010,0.02,0,3.3,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/2/2010,0,0,3.2,,,,0.9,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/3/2010,0,0,3,,,,0.8,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/4/2010,0,0,,,,,,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/5/2010,0,0,,,,,,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/6/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/7/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/8/2010,0.1,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/9/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/10/2010,0.02,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/12/2010,0.49,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/13/2010,0.57,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/14/2010,0.4,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/15/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/16/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/17/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/18/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/19/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/20/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/21/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/22/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/23/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/24/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/25/2010,0.13,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/26/2010,0.2,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/27/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/28/2010,0.28,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/29/2010,0.15,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/30/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",3/31/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/1/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/2/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/3/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/4/2010,0.38,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/5/2010,0.04,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/6/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/7/2010,0.02,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/8/2010,0.79,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/9/2010,0.05,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/10/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/11/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/13/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/14/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/16/2010,0.04,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/17/2010,0.31,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/18/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/19/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/20/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/21/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/22/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/23/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/24/2010,0.65,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/25/2010,0.44,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/26/2010,0.69,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/27/2010,0.01,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/28/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/29/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",4/30/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/1/2010,0.24,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/2/2010,0.39,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/3/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/4/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/5/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/6/2010,0.08,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/7/2010,0.33,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/8/2010,0.36,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/9/2010,0.04,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/10/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/11/2010,1.03,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/12/2010,0.26,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/13/2010,0.4,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/14/2010,0.1,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/15/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/16/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/17/2010,0.01,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/18/2010,0.62,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/20/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/21/2010,0.58,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/22/2010,0.97,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/23/2010,0.01,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/24/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/25/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/27/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/28/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/29/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/30/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",5/31/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",6/1/2010,0.47,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",6/2/2010,0.38,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",6/3/2010,0.02,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",6/4/2010,0,0,0,,,,0,0,,,,,,
US1INML0003,"PLYMOUTH 1.1 SSE, IN US",6/5/2010,0.01,0,0,,,,0,0,,,,,,
