"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN"
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-23","0.07",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-24","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-25","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-26","0.01",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-27","0.51",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-28","1.22",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-29","0.03",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-30","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-08-31","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-01","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-02","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-03","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-04","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-05","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-06","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-07","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-08","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-09","0.05",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-10","0.24",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-11","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-12","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-14","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-15","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-16","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-17","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-18","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-19","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-21","0.28",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-22","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-23","0.68",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-24","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-25","0.02",,
